State,ElectionDate,MapType,DemocratDistricts,RepublicanDistricts
WY,2012,MajMin,0,1
WY,2012,Proportional,0,1
WY,2012,algorithmic-compact,0,1
WY,2012,current,0,1
WY,2016,Compact,0,1
WY,2016,Competitive,0,1
WY,2016,Dem,0,1
WY,2016,GOP,0,1
WY,2016,MajMin,0,1
WY,2016,Proportional,0,1
WY,2016,algorithmic-compact,0,1
WY,2016,current,0,1
