PRESIDENT 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Office,State,RaceDate,CensusPop,Area,AreaType,TotalVotes,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,RepVotesTotalPercent,DemVotesTotalPercent,ThirdVotesTotalPercent,OtherVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes,TitleNotes,OtherNotes,,
President,Alabama,20161108,N/A,AUTAUGA,County,"24,973","18,172","Trump, Donald J.",Challenger,"5,936","Clinton, Hillary Rodham",Challenger,Independent,546,"Johnson, Gary E.",Challenger,319,"12,236",R,72.77,23.77,2.19,1.28,75.38,24.62,"The other vote was: Write-In (Write-in) 214; Stein, Jill (Independent) 105",,"The other vote was: Write-In (Write-in) 214; Stein, Jill (Independent) 105",1,Autauga County
President,Alabama,20161108,N/A,BALDWIN,County,"95,215","72,883","Trump, Donald J.",Challenger,"18,458","Clinton, Hillary Rodham",Challenger,Independent,"2,464","Johnson, Gary E.",Challenger,"1,410","54,425",R,76.55,19.39,2.59,1.48,79.79,20.21,"The other vote was: Write-In (Write-in) 954; Stein, Jill (Independent) 456",,"The other vote was: Write-In (Write-in) 954; Stein, Jill (Independent) 456",3,Baldwin County
President,Alabama,20161108,N/A,BARBOUR,County,"10,469","5,454","Trump, Donald J.",Challenger,"4,871","Clinton, Hillary Rodham",Challenger,Independent,93,"Johnson, Gary E.",Challenger,51,583,R,52.1,46.53,0.89,0.49,52.82,47.18,"The other vote was: Write-In (Write-in) 33; Stein, Jill (Independent) 18",,"The other vote was: Write-In (Write-in) 33; Stein, Jill (Independent) 18",5,Barbour County
President,Alabama,20161108,N/A,BIBB,County,"8,819","6,738","Trump, Donald J.",Challenger,"1,874","Clinton, Hillary Rodham",Challenger,Independent,124,"Johnson, Gary E.",Challenger,83,"4,864",R,76.4,21.25,1.41,0.94,78.24,21.76,"The other vote was: Write-In (Write-in) 66; Stein, Jill (Independent) 17",,"The other vote was: Write-In (Write-in) 66; Stein, Jill (Independent) 17",7,Bibb County
President,Alabama,20161108,N/A,BLOUNT,County,"25,588","22,859","Trump, Donald J.",Challenger,"2,156","Clinton, Hillary Rodham",Challenger,Independent,338,"Johnson, Gary E.",Challenger,235,"20,703",R,89.33,8.43,1.32,0.92,91.38,8.62,"The other vote was: Write-In (Write-in) 146; Stein, Jill (Independent) 89",,"The other vote was: Write-In (Write-in) 146; Stein, Jill (Independent) 89",9,Blount County
President,Alabama,20161108,N/A,BULLOCK,County,"4,710","1,140","Trump, Donald J.",Challenger,"3,530","Clinton, Hillary Rodham",Challenger,Independent,22,"Johnson, Gary E.",Challenger,18,"2,390",D,24.2,74.95,0.47,0.38,24.41,75.59,"The other vote was: Write-In (Write-in) 8; Stein, Jill (Independent) 10",,"The other vote was: Write-In (Write-in) 8; Stein, Jill (Independent) 10",11,Bullock County
President,Alabama,20161108,N/A,BUTLER,County,"8,732","4,901","Trump, Donald J.",Challenger,"3,726","Clinton, Hillary Rodham",Challenger,Independent,65,"Johnson, Gary E.",Challenger,40,"1,175",R,56.13,42.67,0.74,0.46,56.81,43.19,"The other vote was: Write-In (Write-in) 27; Stein, Jill (Independent) 13",,"The other vote was: Write-In (Write-in) 27; Stein, Jill (Independent) 13",13,Butler County
President,Alabama,20161108,N/A,CALHOUN,County,"47,864","32,865","Trump, Donald J.",Challenger,"13,242","Clinton, Hillary Rodham",Challenger,Independent,"1,116","Johnson, Gary E.",Challenger,641,"19,623",R,68.66,27.67,2.33,1.34,71.28,28.72,"The other vote was: Write-In (Write-in) 379; Stein, Jill (Independent) 262",,"The other vote was: Write-In (Write-in) 379; Stein, Jill (Independent) 262",15,Calhoun County
President,Alabama,20161108,N/A,CHAMBERS,County,"13,900","7,843","Trump, Donald J.",Challenger,"5,784","Clinton, Hillary Rodham",Challenger,Independent,168,"Johnson, Gary E.",Challenger,105,"2,059",R,56.42,41.61,1.21,0.76,57.55,42.45,"The other vote was: Write-In (Write-in) 61; Stein, Jill (Independent) 44",,"The other vote was: Write-In (Write-in) 61; Stein, Jill (Independent) 44",17,Chambers County
President,Alabama,20161108,N/A,CHEROKEE,County,"10,733","8,953","Trump, Donald J.",Challenger,"1,547","Clinton, Hillary Rodham",Challenger,Independent,147,"Johnson, Gary E.",Challenger,86,"7,406",R,83.42,14.41,1.37,0.8,85.27,14.73,"The other vote was: Write-In (Write-in) 60; Stein, Jill (Independent) 26",,"The other vote was: Write-In (Write-in) 60; Stein, Jill (Independent) 26",19,Cherokee County
President,Alabama,20161108,N/A,CHILTON,County,"18,369","15,081","Trump, Donald J.",Challenger,"2,911","Clinton, Hillary Rodham",Challenger,Independent,228,"Johnson, Gary E.",Challenger,149,"12,170",R,82.1,15.85,1.24,0.81,83.82,16.18,"The other vote was: Write-In (Write-in) 97; Stein, Jill (Independent) 52",,"The other vote was: Write-In (Write-in) 97; Stein, Jill (Independent) 52",21,Chilton County
President,Alabama,20161108,N/A,CHOCTAW,County,"7,292","4,106","Trump, Donald J.",Challenger,"3,109","Clinton, Hillary Rodham",Challenger,Independent,52,"Johnson, Gary E.",Challenger,25,997,R,56.31,42.64,0.71,0.34,56.91,43.09,"The other vote was: Write-In (Write-in) 19; Stein, Jill (Independent) 6",,"The other vote was: Write-In (Write-in) 19; Stein, Jill (Independent) 6",23,Choctaw County
President,Alabama,20161108,N/A,CLARKE,County,"13,031","7,140","Trump, Donald J.",Challenger,"5,749","Clinton, Hillary Rodham",Challenger,Independent,99,"Johnson, Gary E.",Challenger,43,"1,391",R,54.79,44.12,0.76,0.33,55.4,44.6,"The other vote was: Write-In (Write-in) 26; Stein, Jill (Independent) 17",,"The other vote was: Write-In (Write-in) 26; Stein, Jill (Independent) 17",25,Clarke County
President,Alabama,20161108,N/A,CLAY,County,"6,624","5,245","Trump, Donald J.",Challenger,"1,237","Clinton, Hillary Rodham",Challenger,Independent,93,"Johnson, Gary E.",Challenger,49,"4,008",R,79.18,18.67,1.4,0.74,80.92,19.08,"The other vote was: Write-In (Write-in) 33; Stein, Jill (Independent) 16",,"The other vote was: Write-In (Write-in) 33; Stein, Jill (Independent) 16",27,Clay County
President,Alabama,20161108,N/A,CLEBURNE,County,"6,593","5,764","Trump, Donald J.",Challenger,684,"Clinton, Hillary Rodham",Challenger,Independent,90,"Johnson, Gary E.",Challenger,55,"5,080",R,87.43,10.37,1.37,0.83,89.39,10.61,"The other vote was: Write-In (Write-in) 35; Stein, Jill (Independent) 20",,"The other vote was: Write-In (Write-in) 35; Stein, Jill (Independent) 20",29,Cleburne County
President,Alabama,20161108,N/A,COFFEE,County,"20,767","15,875","Trump, Donald J.",Challenger,"4,221","Clinton, Hillary Rodham",Challenger,Independent,396,"Johnson, Gary E.",Challenger,275,"11,654",R,76.44,20.33,1.91,1.32,79,21,"The other vote was: Write-In (Write-in) 171; Stein, Jill (Independent) 104",,"The other vote was: Write-In (Write-in) 171; Stein, Jill (Independent) 104",31,Coffee County
President,Alabama,20161108,N/A,COLBERT,County,"24,915","16,746","Trump, Donald J.",Challenger,"7,312","Clinton, Hillary Rodham",Challenger,Independent,511,"Johnson, Gary E.",Challenger,346,"9,434",R,67.21,29.35,2.05,1.39,69.61,30.39,"The other vote was: Write-In (Write-in) 239; Stein, Jill (Independent) 107",,"The other vote was: Write-In (Write-in) 239; Stein, Jill (Independent) 107",33,Colbert County
President,Alabama,20161108,N/A,CONECUH,County,"6,585","3,420","Trump, Donald J.",Challenger,"3,080","Clinton, Hillary Rodham",Challenger,Independent,51,"Johnson, Gary E.",Challenger,34,340,R,51.94,46.77,0.77,0.52,52.62,47.38,"The other vote was: Write-In (Write-in) 24; Stein, Jill (Independent) 10",,"The other vote was: Write-In (Write-in) 24; Stein, Jill (Independent) 10",35,Conecuh County
President,Alabama,20161108,N/A,COOSA,County,"5,252","3,381","Trump, Donald J.",Challenger,"1,782","Clinton, Hillary Rodham",Challenger,Independent,53,"Johnson, Gary E.",Challenger,36,"1,599",R,64.38,33.93,1.01,0.69,65.49,34.51,"The other vote was: Write-In (Write-in) 22; Stein, Jill (Independent) 14",,"The other vote was: Write-In (Write-in) 22; Stein, Jill (Independent) 14",37,Coosa County
President,Alabama,20161108,N/A,COVINGTON,County,"15,940","13,267","Trump, Donald J.",Challenger,"2,387","Clinton, Hillary Rodham",Challenger,Independent,183,"Johnson, Gary E.",Challenger,103,"10,880",R,83.23,14.97,1.15,0.65,84.75,15.25,"The other vote was: Write-In (Write-in) 67; Stein, Jill (Independent) 36",,"The other vote was: Write-In (Write-in) 67; Stein, Jill (Independent) 36",39,Covington County
