State,County,PredictedVotes,ActualVotes,Error,Correct
WA,061,0.5336026646348979,0.5908418444646454,-0.057239179829747466,True
WA,063,0.5635707380624646,0.4546936785656248,0.10887705949683979,False
WA,027,0.46342619760254317,0.4631110303470834,0.00031516725545976954,True
WA,033,0.7502573308178375,0.7688635988426671,-0.018606268024829564,True
WA,053,0.6285890959904098,0.5417524610560167,0.08683663493439309,True
WA,067,0.6193186306606375,0.5836542977923908,0.03566433286824677,True
WA,057,0.4878745972652443,0.5353405489445674,-0.047465951679323104,False
WA,009,0.4576986551161255,0.49985440780374174,-0.04215575268761623,True
WA,055,0.22244503593501427,0.7274789371354504,-0.5050339012004361,False
WA,071,0.5523155242462701,0.4137748694560116,0.13854065479025846,False
WA,029,0.5776909541831505,0.5335784378554236,0.04411251632772695,True
WA,011,0.3945520425632045,0.5006816651864255,-0.10612962262322106,False
WA,069,0.0538851229089249,0.3828996282527881,-0.32901450534386323,True
WA,035,0.6190465238080654,0.5687042685966066,0.05034225521145874,True
WA,045,0.529102391737636,0.46664520801480647,0.06245718372282949,False
WA,047,0.07752008997421307,0.3938304881701108,-0.31631039819589774,True
WA,041,0.3509167994534446,0.3150167095819865,0.035900089871458096,True
WA,077,0.5324814438316725,0.40375974693236083,0.12872169689931168,False
WA,021,0.6080760072783126,0.4043076033535704,0.20376840392474216,False
WA,037,0.49443721073968006,0.41996610691727004,0.07447110382241001,True
WA,049,0.3400068315344837,0.46740172579098754,-0.12739489425650385,True
WA,005,0.5292980660525674,0.3550459137526636,0.17425215229990376,False
WA,043,0.0,0.23152709359605914,-0.23152709359605914,True
WA,015,0.5189469418206736,0.4307276413606668,0.08821930046000676,False
WA,073,0.5569370469327491,0.5946746792539145,-0.03773763232116534,True
WA,025,0.5094109253740328,0.2934993852377742,0.21591154013625857,False
WA,007,0.4570679503907864,0.4209840665397334,0.03608388385105299,True
WA,051,0.08631490184854576,0.30682190882256477,-0.220507006974019,True
WA,003,0.0,0.35311438278595697,-0.35311438278595697,True
WA,017,0.4795828572106207,0.33426939091701363,0.14531346629360709,True
WA,075,0.515261723120295,0.5111984282907662,0.0040632948295287186,True
WA,065,0.28077801891125176,0.29120603015075375,-0.010428011239501989,True
WA,019,0.0,0.33252511257360584,-0.33252511257360584,True
WA,059,0.0,0.4293022304072027,-0.4293022304072027,True
WA,031,0.4200886722249792,0.6771168728464102,-0.257028200621431,False
WA,001,0.1956752295004851,0.2897874546397097,-0.09411222513922457,True
WA,039,0.3187640748329049,0.4187631027253669,-0.09999902789246196,True
WA,013,0.5122718151951069,0.2618142313959804,0.25045758379912647,False
WA,023,0.0,0.24709042076991944,-0.24709042076991944,True
WI,079,0.679646220819052,0.6962226285725299,-0.016576407753477906,True
WI,095,0.4418625522779517,0.353116834639791,0.08874571763816069,True
WI,003,0.25225268388137595,0.5468006345848757,-0.29454795070349976,False
WI,121,0.39815493560879295,0.43373031117940836,-0.03557537557061541,True
WI,051,0.0,0.3785310734463277,-0.3785310734463277,True
WI,073,0.4747330329441698,0.4043001557584827,0.07043287718568708,True
WI,025,0.5330711158129072,0.7531997118874144,-0.2201285960745072,True
WI,133,0.4732476142195651,0.35243727694265703,0.1208103372769081,True
WI,087,0.49293822114703095,0.4249576346771316,0.06798058646989935,True
WI,071,0.48149481003631756,0.38529512924306164,0.09619968079325592,True
WI,009,0.5085320377375265,0.44262131895479057,0.06591071878273597,False
WI,115,0.4329751614260675,0.32216193212043837,0.11081322930562915,True
WI,113,0.30667011860919163,0.3809396332485611,-0.07426951463936948,True
WI,075,0.3672798932375883,0.3245139827424888,0.04276591049509948,True
WI,105,0.5352638725902091,0.5554441604654118,-0.02018028787520265,True
WI,017,0.4905007537105491,0.3986638466445093,0.09183690706603975,True
WI,015,0.4932743637217257,0.3856839745386124,0.10759038918311326,True
WI,101,0.6047899208922415,0.47692031505957855,0.12786960583266294,False
WI,111,0.48370471260203585,0.5028037968735315,-0.019099084271495648,False
WI,123,0.4427646261481991,0.47590857999250663,-0.03314395384430752,True
WI,083,0.4226774958149553,0.30750744475210284,0.11517005106285244,True
WI,031,0.039197308004651744,0.5401209581408638,-0.5009236501362121,False
WI,141,0.474497214394487,0.3982761515643365,0.07622106283015051,True
WI,039,0.5036971581441122,0.35905853205326727,0.14463862609084494,False
WI,043,0.4757459740890818,0.44864695900687684,0.02709901508220497,True
WI,059,0.5544242405379458,0.49822411031408875,0.05620013022385706,False
WI,127,0.5062352053921997,0.39336333431467385,0.11287187107752583,False
WI,081,0.4938683032944905,0.3811455460003245,0.11272275729416598,True
WI,005,0.48186357083025594,0.36696777798472713,0.11489579284552881,True
WI,093,0.4848380903450988,0.42668024439918534,0.058157845945913444,True
WI,011,0.2900961511318427,0.38465045592705166,-0.09455430479520893,True
WI,135,0.47890229056470146,0.3414624115808521,0.13743987898384935,True
WI,065,0.3686030584242149,0.4525808671713696,-0.08397780874715466,True
WI,033,0.47499103621168065,0.43998634945397813,0.03500468675770252,True
WI,119,0.43639435597068543,0.2668298653610771,0.16956449060960832,True
WI,019,0.4180270852855837,0.3282828282828283,0.0897442570027554,True
WI,027,0.5084399135654485,0.3439462214670902,0.1644936920983583,False
WI,035,0.48037849661105414,0.5392509689156054,-0.05887247230455128,False
WI,053,0.4446486410388585,0.43778643446379467,0.006862206575063812,True
WI,097,0.48432523816290696,0.5169392197354468,-0.03261398157253981,False
WI,069,0.4567028914737544,0.38997821350762524,0.06672467796612919,True
WI,139,0.5068326045166938,0.4602924187277176,0.046540185788976174,False
WI,029,0.3938420469665687,0.4832028898254064,-0.08936084285883766,True
WI,049,0.44752898081183135,0.5810245687401986,-0.13349558792836724,False
WI,013,0.19222382832458879,0.3526315789473684,-0.16040775062277962,True
WI,063,0.49238010738160864,0.5511856564488143,-0.0588055490672057,False
WI,047,0.44383620693643766,0.30303030303030304,0.14080590390613462,True
WI,137,0.45852377609398737,0.33144451224827826,0.1270792638457091,True
WI,089,0.4322895131847793,0.3983604938271605,0.03392901935761883,True
WI,117,0.49911684742801493,0.4115337066395171,0.08758314078849783,True
WI,109,0.503486573928807,0.40110960819826225,0.10237696573054478,False
WI,045,0.4841278972205372,0.5120130234646907,-0.027885126244153513,False
WI,041,0.0,0.36224256292906176,-0.36224256292906176,True
WI,007,0.29139102692343694,0.5456047587574355,-0.2542137318339986,False
WI,021,0.4873383039582054,0.4885316958641864,-0.0011933919059810005,True
WI,057,0.4649629595935295,0.3632175761871013,0.10174538340642819,True
WI,131,0.474223827014914,0.28731245608475814,0.18691137093015586,True
WI,085,0.37060195916350075,0.4096562184024267,-0.03905425923892597,True
WI,055,0.4943368126733172,0.41430644515612497,0.08003036751719222,True
WI,061,0.4860790192770724,0.3538431487449946,0.1322358705320778,True
WI,129,0.4141114362005883,0.37792103142626915,0.036190404774319174,True
WI,023,0.43527152696590854,0.47125171939477306,-0.03598019242886452,True
WI,077,0.36955898710438545,0.37340425531914895,-0.0038452682147634976,True
WI,125,0.27360761767266895,0.36860411191837994,-0.094996494245711,True
WI,107,0.4234625023069534,0.32234595397178917,0.10111654833516426,True
WI,001,0.3766359879796567,0.38717607292840317,-0.010540084948746475,True
WI,099,0.05483596473619563,0.3692796903083092,-0.3144437255721136,True
WI,067,0.4384292506476211,0.3362211221122112,0.10220812853540989,True
WI,037,0.0,0.25985173624658603,-0.25985173624658603,True
WI,103,0.4720039836549697,0.470781784680179,0.0012221989747907003,True
WI,091,0.3390439566903547,0.3764343688776938,-0.03739041218733913,True
WI,078,0.0,0.7885220125786163,-0.7885220125786163,False
WV,077,0.2672679440825618,0.20580122042965812,0.061466723652903704,True
WV,093,0.12862580860310413,0.22679165406713034,-0.09816584546402621,True
WV,051,0.25301046715672665,0.23228188458142707,0.02072858257529958,True
WV,037,0.3674408460654058,0.41845854349172645,-0.051017697426320674,True
WV,039,0.3570952919383887,0.39167798009769206,-0.034582688159303376,True
WV,107,0.2834033363041334,0.24860426929392446,0.034799067010208934,True
WV,069,0.316654146669342,0.3298445156996794,-0.013190369030337379,True
WV,003,0.35901277168278856,0.30340519050793885,0.05560758117484971,True
WV,089,0.3261146701166395,0.25615550755939526,0.06995916255724427,True
WV,019,0.2951796962850743,0.2926459438968916,0.0025337523881827084,True
WV,013,0.21233069314429598,0.18394513916901978,0.0283855539752762,True
WV,001,0.28186722354933524,0.2119888150996155,0.06987840844971974,True
WV,083,0.26662065382233463,0.26428640729601244,0.0023342465263221923,True
WV,081,0.37352888018376956,0.22562683973472353,0.14790204044904603,True
WV,033,0.2744079891472254,0.2911387603368485,-0.016730771189623073,True
WV,061,0.32320706480842964,0.4435243256408695,-0.12031726083243988,True
WV,101,0.08750314483940952,0.1952078928823115,-0.10770474804290198,True
WV,027,0.21347043407793723,0.19168085623935782,0.021789577838579405,True
WV,045,0.285245060590355,0.17425510545698025,0.11098995513337473,True
WV,049,0.30923198551585046,0.32187006227344545,-0.012638076757594985,True
WV,025,0.2892214753599016,0.28266122942153754,0.006560245938364073,True
WV,097,0.2823856814033239,0.20185482024272958,0.0805308611605943,True
WV,041,0.2706514767246082,0.2030086612976751,0.0676428154269331,True
WV,053,0.21866173591713606,0.21404924477550177,0.004612491141634284,True
WV,029,0.28130678275496546,0.2679706197903772,0.013336162964588283,True
WV,099,0.22899829755702653,0.231351051280272,-0.0023527537232454765,True
WV,011,0.31690469801347176,0.36525166375912643,-0.04834696574565467,True
WV,067,0.23659412132535265,0.2025583982202447,0.03403572310510794,True
WV,015,0.16887641507479964,0.19824868651488617,-0.029372271440086528,True
WV,005,0.24439656718750766,0.21570287926445678,0.02869368792305088,True
WV,009,0.2757214589324859,0.27940370492162664,-0.003682245989140742,True
WV,079,0.25286024278369446,0.24889194887903954,0.003968293904654918,True
WV,095,0.2412559091214365,0.14544930875576037,0.09580660036567612,True
WV,059,0.26244428812045867,0.14771128665728817,0.1147330014631705,True
WV,055,0.33940488792345824,0.2126434175320847,0.12676147039137353,True
WV,031,0.28472915865804604,0.21560504056620058,0.06912411809184546,True
WV,047,0.3362890664712537,0.23647195101770643,0.09981711545354724,True
WV,071,0.09295284494416062,0.23314065510597304,-0.14018781016181242,True
WV,085,0.18543250639599246,0.12674599068804968,0.05868651570794278,True
WV,023,0.26107416507774106,0.1051980198019802,0.15587614527576088,True
WV,091,0.2815073387322072,0.2398124191461837,0.04169491958602348,True
WV,035,0.2812349608411175,0.22813819247006117,0.05309676837105631,True
WV,065,0.1614572068148863,0.2152072467746363,-0.05375003995975,True
WV,063,0.23758393093434071,0.2007003317360855,0.03688359919825521,True
WV,017,0.19654572161522768,0.13298854820834874,0.06355717340687894,True
WV,087,0.2591052551571083,0.24439102564102563,0.014714229516082672,True
WV,075,0.0,0.27192466156562684,-0.27192466156562684,True
WV,021,0.4538222926544544,0.2213520197856554,0.23247027286879898,True
WV,043,0.2099189869552972,0.21443514644351463,-0.0045161594882174305,True
WV,073,0.28371476772910487,0.20931802835921676,0.07439673936988811,True
WV,109,0.2597164753869106,0.13982604111755403,0.11989043426935658,True
WV,057,0.28418605547174713,0.18394679300291544,0.10023926246883169,True
WV,103,0.24849228963632164,0.23205370976071613,0.016438579875605513,True
WV,105,0.1745224945977676,0.16754155730533685,0.006980937292430767,True
WV,007,0.21704507328707262,0.2722003725936659,-0.0551552993065933,True
FL,086,0.6413045058683081,0.6512221534653465,-0.009917647597038393,True
FL,099,0.5947622582633179,0.5783659543456359,0.016396303917681987,True
FL,033,0.572466135855729,0.392579252701328,0.17988688315440104,False
FL,087,0.41299665470755337,0.4640495665376892,-0.05105291183013583,True
FL,085,0.35808214149953627,0.36186705063594915,-0.003784909136412884,True
FL,031,0.6716799592568954,0.4922236081297983,0.17945635112709707,False
FL,009,0.41461227482311214,0.3969018247023859,0.01771045012072625,True
FL,095,0.5429544946923133,0.628164369984943,-0.08520987529262969,True
FL,107,0.473707350983662,0.3120183688233259,0.16168898216033611,True
FL,103,0.5017715313025727,0.49426042158733924,0.007511109715233444,False
FL,005,0.41614695310019173,0.25913093346396016,0.15701601963623157,True
FL,011,0.6596595858367346,0.6790460807695315,-0.019386494932796983,True
FL,131,0.35582910818592445,0.21074456321415408,0.14508454497177037,True
FL,021,0.361183859949786,0.36658886656480466,-0.005405006615018637,True
FL,015,0.3511388353173529,0.35699712659025606,-0.00585829127290316,True
FL,069,0.4069958769634324,0.38056357722588685,0.026432299737545573,True
FL,071,0.4090544928798869,0.3948668106095623,0.014187682270324575,True
FL,127,0.4211157978598987,0.43248024296776855,-0.011364445107869825,True
FL,105,0.4599864270834367,0.4270512175744721,0.03293520950896456,True
FL,057,0.5384158940308105,0.5353752074779419,0.003040686552868599,True
FL,115,0.3411179334044518,0.44043034801194003,-0.09931241460748824,True
FL,073,0.635257958930996,0.6309389004412784,0.0043190584897175865,True
FL,109,0.3492429247138117,0.32685501632870056,0.02238790838511112,True
FL,049,0.4031729689276034,0.29072444143534193,0.11244852749226147,True
FL,017,0.2990982546184258,0.2951051307977496,0.0039931238206762365,True
FL,111,0.5187651447893623,0.48746534364511895,0.031299801144243355,False
FL,079,0.762011335550283,0.42101492537313434,0.34099641017714866,False
FL,083,0.4095333735880195,0.3651719829313719,0.044361390656647626,True
FL,053,0.33329432087564603,0.3502372120158068,-0.016942891140160787,True
FL,077,0.5698175694011708,0.20388349514563106,0.3659340742555397,False
FL,023,0.5247931177340541,0.2718005579798269,0.25299255975422724,False
FL,091,0.4005088279023815,0.24828532235939643,0.15222350554298508,True
FL,019,0.4082068057199103,0.27046928876161536,0.13773751695829495,True
FL,063,0.6125208472773506,0.30964393130881923,0.30287691596853134,False
FL,101,0.39968719913217043,0.38802109157070125,0.011666107561469186,True
FL,117,0.441874295576224,0.4914974217688341,-0.04962312619261011,True
FL,121,0.4254008131149398,0.21687870146962057,0.20852211164531925,True
FL,097,0.4257271686529933,0.6292432436420514,-0.2035160749890581,False
FL,123,0.5368399800201096,0.2368827160493827,0.29995726397072686,False
