Tract,ActualVotes,PredictedVotes,Error,Correct
37001021102,0.3676957001102536,0.45742871871390073,0.08973301860364713,True
37001021101,0.49451772198893684,0.5758919126913183,0.0813741907023815,False
37001021207,0.39480924199274875,0.4535881888401871,0.05877894684743834,True
37001021300,0.48652783548198414,0.614525231171828,0.12799739568984386,False
37001022001,0.38938495714044263,0.3967712197095943,0.007386262569151647,True
37001021204,0.33601189367355005,0.45650333625283435,0.12049144257928429,True
37001020801,0.3755390750997554,0.47217748454823044,0.09663840944847502,True
37001020901,0.6129377429549115,0.447433318079109,-0.16550442487580252,False
37001020802,0.5166391811234488,0.6462373624891616,0.12959818136571288,True
37001021000,0.6748016687706379,0.660582660722758,-0.0142190080478799,True
37001021902,0.3373123229656007,0.42104553586108473,0.08373321289548402,True
37001021803,0.3367394204628584,0.38922684565804727,0.0524874251951889,True
37001020300,0.8184639987175212,0.6666925224737571,-0.15177147624376408,True
37119001920,0.8295932678821879,0.8072659387903708,-0.022327329091817116,True
37067003201,0.5730942803338095,0.4247995666191859,-0.1482947137146236,False
37067003107,0.8087591399859301,0.43212706542548496,-0.3766320745604451,False
37067003003,0.9145265492022179,0.5016311236088684,-0.41289542559334946,True
37067003004,0.7137587228552266,0.436732195790862,-0.2770265270643646,False
37001020100,0.4430804398275341,0.5182570397934468,0.07517659996591275,False
37001020200,0.6701341262151032,0.6376932497927041,-0.03244087642239901,True
37001020502,0.463345530787261,0.7367452336153585,0.2733997028280975,False
37001020400,0.6936960634663378,0.9197100207226696,0.22601395725633178,True
37001021901,0.35116080168401653,0.3691172589367273,0.017956457252710778,True
37001021802,0.34124407736899776,0.36539604298825085,0.02415196561925309,True
37001021205,0.5063963311609944,0.5136094615718616,0.007213130410867241,True
37001021206,0.5029179479972449,0.5172299518167094,0.014312003819464514,True
37119005713,0.2987377196084274,0.400305000782228,0.10156728117380065,True
37179020309,0.27844522968197877,0.4209755995025155,0.14253036982053674,True
37179020305,0.3056257674737471,0.4139537424026322,0.10832797492888513,True
37119002200,0.350788551154742,0.3731481224311632,0.022359571276421186,True
37001021500,0.24873049850434772,0.3896882411074629,0.1409577426031152,True
37001020501,0.27296821777158975,0.4512620875326231,0.17829386976103334,True
37001021600,0.2974962542193148,0.3992543318458551,0.10175807762654032,True
37019020101,0.30564177677012233,0.7831518615673919,0.4775100847972696,False
37019020102,0.3080566151590584,0.5209148159489254,0.212858200789867,False
37019020103,0.40654285674819785,0.40610570211807007,-0.00043715463012777844,True
37019020104,0.25768741210874496,0.5630534253918777,0.3053660132831328,False
37009970800,0.441397681764698,0.3198602014862706,-0.12153748027842742,True
37193960900,0.32165374018315296,0.3401950078823735,0.018541267699220543,True
37005950300,0.3213472612656654,0.3824571424482216,0.061109881182556225,True
37011930100,0.25604911204339215,0.39159478544442555,0.1355456734010334,True
37011930301,0.2909605085236812,0.366409574951032,0.07544906642735077,True
37011930200,0.4252451029883525,0.3919526900864687,-0.03329241290188378,True
37035011802,0.2634498920904397,0.36077945774141845,0.09732956565097878,True
37063000402,0.21078360384077155,0.39599781382670074,0.1852142099859292,True
37063000401,0.24765815381929843,0.39286013463183633,0.1452019808125379,True
37063001503,0.30055658627087195,0.4765724151674956,0.17601582889662365,True
37063000302,0.5639112714110098,0.47097906587407107,-0.09293220553693876,False
37063000301,0.332616447069469,0.7405591448299758,0.40794269776050673,False
37063002200,0.5100414494448959,0.6514224232514211,0.14138097380652515,True
37121950100,0.3084133318899527,0.40808331959224436,0.09966998770229168,True
37199960200,0.45835760618688465,0.36280336670237284,-0.0955542394845118,True
37093970402,0.3755289774556745,0.9207511774631947,0.5452222000075202,False
37093970401,0.56166152909157,0.6617056446028909,0.10004411551132097,True
37155960202,0.4166663285811222,0.6893268237494032,0.27266049516828106,False
37169070100,0.6142046203519655,0.3430319615507277,-0.27117265880123786,False
37189920200,0.3289599601270111,0.33967804541508634,0.010718085288075219,True
37071033204,0.29325980399064777,0.6863286240780279,0.3930688200873801,False
37071033203,0.24984143176720208,0.6972172818701967,0.44737585010299463,False
37071032900,0.258707485216887,0.6137327036420398,0.3550252184251528,False
37071032800,0.45260542881125865,0.5395421287794946,0.08693669996823594,False
37071033202,0.9107697394600267,0.43478630152074443,-0.4759834379392823,False
37191000303,0.376182193908979,0.4794969491304403,0.10331475522146127,True
37191000200,0.31003191798405955,0.6141583964743087,0.30412647849024915,False
37191000304,0.2718687866302427,0.46262233854570556,0.19075355191546284,True
37009970200,0.41475523405388587,0.3467585158387581,-0.06799671821512776,True
37009970400,0.4996679714472334,0.3024845247783993,-0.19718344666883408,True
37009970500,0.4378457177058679,0.3044753725970894,-0.1333703451087785,True
37009970300,0.5325859246445636,0.3685637350048629,-0.16402218963970067,False
37155960503,0.44309102719722654,0.8631886439508796,0.42009761675365304,False
37155961802,0.5101470336461479,0.9315790230559837,0.42143198940983584,True
37155960801,0.5987459357296694,1.0,0.4012540642703306,True
37171931002,0.26417339455248384,0.349904848438829,0.08573145388634518,True
37153970500,0.3165449355040703,0.7006475199099247,0.3841025844058544,False
37153970300,0.27370940582130293,0.4963161792291409,0.22260677340783797,True
37153970400,0.28952312527496343,0.5546188841575744,0.265095758882611,False
37159051400,0.4948936326785596,0.3640658118569573,-0.13082782082160233,True
37159051501,0.42541697457041555,0.46593560111408816,0.04051862654367261,True
37159051600,0.26372600111911604,0.4486401984025989,0.18491419728348285,True
37151031503,0.28568822222598966,0.36601381576783404,0.08032559354184438,True
37151031505,0.39251285271821884,0.3712407212247524,-0.021272131493466462,True
37151031504,0.2683041979919267,0.3344634531166871,0.06615925512476045,True
37151031303,0.5335022931986126,0.3296582457030309,-0.20384404749558171,False
37165010400,0.32276782728667197,0.6589116619662525,0.33614383467958053,False
37165010300,0.2965334807300222,0.8138035016332954,0.5172700209032732,False
37097060802,0.32918808494853974,0.46391872919166416,0.13473064424312442,True
37059080100,0.27812278870394247,0.3545530151198562,0.07643022641591374,True
37159051902,0.4710179635537292,0.4693683878670339,-0.001649575686695326,True
37113970700,0.3829877240734556,0.32282771635007396,-0.06016000772338165,True
37113970600,0.3893524078980038,0.31547914609107003,-0.07387326180693377,True
37113970302,0.3082916054569602,0.3177501665655393,0.009458561108579067,True
37113970301,0.2648529328414415,0.30094431962968754,0.03609138678824603,True
37001021703,0.39138157939271806,0.42948474706565415,0.03810316767293609,True
37001021801,0.30772344131888874,0.3615229647209383,0.053799523402049576,True
37069060100,0.525246045973364,0.7055229410402654,0.18027689506690137,True
37069060302,0.31158532615327805,0.8474883806413869,0.5359030544881088,False
37069060301,0.3729378244494027,0.674629720649505,0.3016918962001023,False
37069060502,0.49052626262743787,0.42284274270678157,-0.0676835199206563,True
37019020602,0.376285084634283,0.49524765855181513,0.11896257391753212,True
