Precinct,Tract,Area
02,37063000302,0.043187649847013634
02,37063000301,0.5027267821385152
02,37063002200,0.014571019106968197
84,37057060302,0.36289716142498407
84,37067004015,0.0016337391842442812
84,37057060303,0.6344672588888499
26,37063002100,0.9996331361529021
05,37063000600,0.023903579190572805
05,37063000500,0.11379591196799331
05,37063001501,0.4544727208249457
05,37063001502,0.40782778081380466
78,37059080400,0.0011154831683721942
78,37057061702,0.5150947239046226
78,37057061703,0.31375421464957853
78,37057061701,0.16926709109372257
06,37057061702,0.5594782668311081
06,37057061703,0.21288655967611886
06,37057061701,0.02836798215479814
06,37057061804,0.19662428288046682
29,37063001801,0.7206987655027483
29,37063001806,0.25969421188542635
29,37063001709,0.012837049276618306
29,37077970603,0.001400807105453588
29,37183053900,0.004933191927659956
44,37057060203,0.31680948195025216
44,37057060201,0.6831903572651207
62,37057060800,0.10727938291332137
62,37057061000,0.12090766290405068
62,37057060700,0.7718129506732602
32,37063001806,0.13292157986384903
32,37183053900,0.011892594809988992
32,37063001900,0.8516934458501488
32,37057061600,0.7996590132196822
32,37057061300,0.02194888858705148
32,37057061500,0.1783918901938469
30-2,37063001807,0.291854810578083
30-2,37063001806,0.7081451875632876
08,37063000600,0.02676235972459044
08,37063000500,0.4026461600738551
08,37063000700,0.5521504278670163
08,37063002200,0.01844104406186947
07,37063000500,0.38746462303569806
07,37063000700,0.10927216676073033
07,37063000302,0.20547755270982235
07,37063002200,0.2977856481628456
56,37057062002,0.30970803174009576
56,37057062001,0.6896616846421106
25,37063001603,0.42352117041225773
25,37063001601,0.45474419517941617
25,37063002100,0.12173463385576971
45,37063001603,0.18422405592928826
45,37063001601,0.5586149805660583
45,37063001708,0.011651960822564882
45,37063001604,0.24550899485374508
38,37063002016,0.18787205629678647
38,37063002018,0.8121279340284834
37,37063001711,0.14526546747206748
37,37063001707,0.8383970042892288
37,37063001705,0.0163375210653271
PARKVI,37143920100,0.9996922229253599
BELVID,37143920201,0.1312384348322406
BELVID,37143920100,0.8685242551458469
NICANO,37143920100,0.9999592532424895
BETHEL,37143920202,0.9992092478666388
EAST H,37143920201,0.9693012528486482
EAST H,37143920202,0.030324093164469122
WEST H,37041930200,0.002613556203143144
WEST H,37143920201,0.9973864427055483
NEW HO,37143920100,0.9998811524527341
PR20,37085070600,0.9907348336681667
PR20,37085071201,0.008957669194646354
PR24,37085070500,0.006207644959530593
PR24,37085070300,0.007143900661740054
PR24,37085070401,0.3362729263450235
PR24,37085070902,0.04081825381314983
PR24,37085070802,0.016990032993321882
PR24,37085070402,0.5921434184086549
PR23,37085070700,0.025476131517339032
PR23,37085071102,0.5207326339591013
PR23,37085071101,0.45355269240676105
PR25,37085070100,0.4445505792274837
PR25,37085070200,0.5479339160606054
PR25,37101041400,0.006900126713202198
PR29,37085070500,0.004554533384956608
PR29,37085070100,0.22174824478309932
PR29,37085070300,0.6536359937676454
PR29,37085070402,0.11922426411341545
PR01,37085070600,0.020358309942637053
PR01,37085071201,0.3791347030225448
PR01,37085071203,0.16023904942243916
PR01,37085071204,0.35321673563758904
PR01,37085071402,0.021014269889329716
PR01,37085071202,0.06435558976142604
PR01,37051003600,0.00151164032474572
PR08,37085070903,0.21972642971476802
PR08,37085070901,0.08712473819751856
PR08,37085070902,0.2513397396151119
PR08,37085070801,0.02457377067189312
PR08,37085070904,0.2998098907342045
PR08,37085071001,0.11533945711909205
PR08,37183053108,0.0019218585856592301
PR26,37085070500,0.8857231072455354
PR26,37085070300,0.0010320057472987037
PR26,37085070401,0.11310332750132415
PR16,37085071402,0.7037639086901601
PR16,37085071401,0.29579858173868584
01,37121950200,0.999221668250157
04,37121950400,0.6632478585255137
04,37121950300,0.3351347799577985
06,37011930302,0.0033368880412294757
06,37121950100,0.5358487878272646
06,37121950200,0.4599489196146262
07,37121950100,0.9972827838405542
05,37121950100,0.9840535924643609
05,37121950200,0.013877913327461865
03,37011930302,0.0016153902364645187
03,37011930400,0.005297896521051108
03,37121950200,0.9930816582917865
09,37121950200,0.4539731540252413
09,37121950300,0.5450977989896373
08,37121950100,0.6989471300098369
08,37199960200,0.0014641457459831056
08,37199960102,0.004449613503403926
08,37121950200,0.2951391107407849
02,37121950100,0.997946024337135
02,37199960200,0.0014138817000085987
SM,37029950101,0.9984447304090219
SH,37029950102,0.9994673003747181
CH,37053110200,0.0017564653765353693
CH,37029950102,0.4176995821373964
CH,37029950101,0.579149606943823
11-01,37025041601,0.029714753144419043
11-01,37025042200,0.14312289562330616
11-01,37025040500,0.8266549192419733
12-07,37025042102,0.04350001655871244
12-07,37025042200,0.029813244836296663
12-07,37025042101,0.926686731915638
12-01,37025041902,0.9879852339435394
12-01,37025041901,0.01201438645818429
12-06,37025042200,0.6087254978349965
12-06,37025042101,0.39127450216500764
0701,37065020600,0.9995770654173278
0101,37065021100,0.07466688147065402
0101,37065020900,0.34490949965425627
0101,37065021000,0.22050510508245916
0101,37065020800,0.35991851379264345
0601,37065020700,0.9989958600785217
1204,37065020300,0.020610450382126246
1204,37065020400,0.9793890366009126
0104,37065021100,0.855321412015
0104,37065021000,0.14467858480892792
1202,37127010200,0.004110152969367072
1202,37065020200,0.9957739604729811
0501,37065021100,0.14329904339437832
0501,37065020700,0.856605314136788
0801,37065021300,0.4548414177524159
0801,37065021600,0.5447740951890389
1001,37065021600,0.0024001672711192255
1001,37065021500,0.9955678283853919
1001,37195001200,0.002032000519391863
64,37057060800,0.9999999930035135
17,37063001100,0.42201203490137107
17,37063000900,0.2020998558365834
17,37063002200,0.3758880948926462
23,37063001601,0.05215795009293107
23,37063001709,0.2306952271500818
23,37063001711,0.004773901849399678
23,37063001710,0.22078170139467418
23,37063001708,0.4915912179825905
44,37063001603,0.29795008682128044
44,37063002100,0.004170813691485305
44,37063001604,0.6978790994872325
19,37063001801,0.7060268947269532
19,37063001002,0.03448131434761995
19,37063000200,0.2588951900162218
06,37063000600,0.98372987342879
06,37063000500,0.016270116574016787
46,37063000102,0.2477293921432222
46,37063001711,0.167108291244733
46,37063001710,0.19590090722543935
46,37063001705,0.3892614072269323
01,37093970402,0.3663166470125782
01,37093970202,0.6319343926077318
02,37093970402,0.6280600358211726
02,37093970401,0.3697357811126967
02,37155960202,0.0015568226675600528
PR07,37085071303,0.2536304336535529
PR07,37085071302,0.15335154356847952
PR07,37085071402,0.0044815980879171
PR07,37085071401,0.030578054424147853
PR07,37085071301,0.5570554150186011
LAKE G,37131920401,0.24857372387873186
LAKE G,37131920402,0.7490693181762145
GASTON,37131920401,0.9994247561255241
SEABOA,37131920300,0.9998592708419256
RICH S,37083931000,0.0011837914958484164
RICH S,37131920300,0.20198093648071486
RICH S,37131920200,0.7955992742861374
SEVERN,37131920100,0.997256837651333
SEVERN,37091950100,0.0021331080636570274
PLEASA,37131920300,0.9998878030075554
GARYSB,37131920300,0.9985819993350927
GALATI,37131920100,0.9997174863720768
NEWTOW,37131920100,0.9989204864696934
NEWTOW,37091950100,0.0010795130506405651
PENDLE,37131920100,1.0000000000000004
WOODLA,37131920200,0.9984284596979793
WOODLA,37091950300,0.0015715180567443074
JACKSO,37131920300,0.9712522235261056
JACKSO,37131920200,0.028747775407960374
CREEKS,37131920200,0.0067073533812070036
CREEKS,37131920100,0.9932926459903442
REHOBE,37083931000,0.0014694451502808312
REHOBE,37131920300,0.4913866915936848
REHOBE,37131920200,0.5071438628835354
CONWAY,37131920100,0.9999999999999993
LASKER,37131920200,0.9999999975350362
WO,37087920101,0.9529754625607494
WO,37087920102,0.04702453619618354
WW,37087920900,0.08842044309124618
WW,37087921000,0.17163149519326326
WW,37087920800,0.3649460907546371
WW,37087920600,0.3750019709608541
LJ,37087921000,0.12442964562270266
LJ,37087920500,0.002173912180630718
LJ,37087920600,0.8733964421966828
PC,37087920400,0.0017620304191009134
PC,37087920300,0.06088052719696288
PC,37087921301,0.113236916985325
PC,37087921302,0.8241205253986138
BE-1,37087920400,0.7969510115043092
BE-1,37087920500,0.07680371225766636
BE-1,37087921301,0.12624517000692295
FC-1,37087920101,0.026698709297660127
FC-1,37087920102,0.9725103621243532
EF,37175960500,0.001137686041758896
EF,37087921302,0.9982854733977227
CL-S,37087920400,0.059518286592884294
CL-S,37087921000,0.12230865337717928
CL-S,37087920500,0.587347159637889
CL-S,37087921301,0.22978792795587652
CL-S,37087920600,0.0010379724361740976
BE56,37087920300,0.9796452818930139
BE56,37087921301,0.02008984159273151
BE-3,37087920300,0.0029367940715374643
BE-3,37087920200,0.9960583187019584
BE-3,37021002603,0.0010047675371370334
BE-7,37087920300,0.22929818048483053
BE-7,37021002401,0.001537749510288165
BE-7,37087921302,0.769164070004891
HA,37087921200,0.6862571974256977
HA,37087920900,0.0010090112595494867
HA,37087920800,0.31272411459653254
CR,37087920500,0.10666879969303793
CR,37087920102,0.8927956604362157
BE-4,37087920200,0.9975279853866817
BE-4,37021002504,0.0010970328112057265
WC,37087920900,0.2554779013845611
WC,37087921000,0.7445219097262287
FC-2,37087920101,0.0024532122600624887
FC-2,37087920102,0.9975467877399288
12-05,37025042300,0.2005430291597928
12-05,37025042200,0.7994569618749486
12-04,37025042401,0.09572756734107375
12-04,37025042300,0.9042720248856637
04-05,37025041000,0.7988225806329803
04-05,37025041200,0.19219683336261215
04-05,37159051501,0.007875582725572428
04-05,37159051502,0.001105002396989163
12-02,37025041902,0.4577770288370619
12-02,37025041901,0.5422229599507549
BEUL,37061090501,0.6889877392445103
BEUL,37061090502,0.31054086403580267
1401,37065021400,0.9742734967663685
1401,37065020200,0.02473620897218704
0401,37065020800,0.9996871441575753
0301,37065020800,0.9995426382116306
1203,37065021300,0.5532640808476733
1203,37065021400,0.05152408384656987
1203,37065020300,0.07295610423879718
1203,37065020400,0.10179628589096115
1203,37065020200,0.22037197739437017
1205,37065020600,0.32482493753672587
1205,37065020300,0.053644496847848014
1205,37127010602,0.0070723363374294
1205,37127010400,0.0018032851019419587
1205,37065020400,0.6126549428096298
1201,37065020300,0.8144621952531839
1201,37065020200,0.18553780060209182
1301,37065021400,0.9999453035841673
0901,37065021600,0.9694079409666443
0901,37065021500,0.027690341381831914
0901,37195001200,0.0025017806852669034
1101,37065021300,0.999999785473719
0102,37065021300,0.4533285746992227
0102,37065021200,0.2802999706324959
0102,37065020900,0.218738322273387
0102,37065021000,0.04763304330489446
0103,37065021100,0.5217318377357271
0103,37065021200,0.4782681602348499
0201,37065020900,0.016636433225020328
0201,37065020800,0.9824539735362543
24,37063001711,0.11621605561912943
24,37063001707,0.14462957318902628
24,37063001705,0.7390623634639023
43,37135011204,0.010817886851454557
43,37063002015,0.04244289650117904
43,37063002017,0.9467327181665892
39,37063002008,0.8489785593346262
39,37063002007,0.15102143259739115
53-2,37063002020,0.20073177265309883
53-2,37063002019,0.7989487204106425
22,37063001801,0.05043477582916792
22,37063000101,0.3737572968054581
22,37063001709,0.5755462593032137
13,37063001001,0.007552864404986809
13,37063001100,0.005893894124819309
13,37063001400,0.9865532268999181
50,37063001707,0.2979293956454059
50,37063001706,0.7012739330065876
36,37063002007,0.21277161692452354
36,37063002016,0.05113087635029695
36,37063002015,0.736097505193844
28,37063002100,0.9995382104830416
09,37063000700,0.6236412779301035
09,37063002007,0.30012223447143577
09,37063002009,0.046471630713899474
09,37063001304,0.029764843556470317
03,37063000402,0.8022431879685397
03,37063000401,0.1977567878798983
04,37063000402,0.05684064570273502
04,37063000401,0.9409317668587658
04,37063001705,0.002227581790099743
62,37093970300,0.9999999945668313
05,37093970201,0.24614483821039518
05,37093980100,0.6811089315096228
05,37093970202,0.07218351694408823
13,37093970402,0.07704678364356131
13,37093970401,0.9078882705303835
13,37155960201,0.014248887038227093
12,37093970102,0.17069231136239515
12,37093970103,0.8285445975459438
03,37093970202,0.9991442022337276
61,37093970300,0.5466091066642843
61,37093970402,0.15972539295720933
61,37093970401,0.2936651794519999
65,37093970300,0.9999999855319831
64,37093970201,0.3300635168838042
64,37093970300,0.05276987815031969
64,37093970402,0.1282500824682799
64,37093970202,0.48891652156740706
04,37093970201,0.9962028286432517
04,37165010600,0.003122417340017019
P21,37047930500,0.11767370882767066
P21,37047930800,0.8823262899316212
P17,37017950600,0.005806710945517556
P17,37047930400,0.9531298862832674
P17,37047930500,0.017635577667376723
P17,37047930800,0.023427825103832563
P06,37047930600,0.8430928833240144
P06,37047930700,0.15669931683123997
P08,37047931200,0.01645800244467597
P08,37047930600,0.9835414955230088
P19,37047930900,0.4546388427253323
P19,37047930800,0.5453611572746745
P11,37047931300,0.4655493697704037
P11,37047930400,0.03735027368885623
P11,37047931000,0.4957766657328535
P11,37047931100,0.0013236908078770515
P13,37047931300,0.9807975705749519
P13,37047931100,0.019202429425036714
P05,37047931300,0.9971885283111467
P05,37019020505,0.001926417785679977
P10,37047931300,0.9983927926724256
P04,37047931300,0.9925027702000093
P04,37047931200,0.0074969200706163945
P03,37047931300,0.9975930144356967
P03,37019020505,0.001921523335808342
P15,37047930500,0.9975786602013671
P09,37047930500,0.0015924082817232493
